|         535 |   65 | Male   | Gloves         | Accessories |              72 | Florida        | L    | Pink      | Fall   |           4.5 | Yes      | Next Day Air   | Yes              |                  4 | PayPal         | Quarterly              | Senior      |                      90 |
| Pants          |              72 |
| Jacket         |              62 |
| Sweater        |              96 |
| Jewelry        |              87 |
| Hoodie         |              37 |
| Backpack       |              53 |
| Pants          |              82 |
| Gloves         |              61 |
| Shorts         |              89 |
| Sandals        |              24 |
| Sweater        |              27 |
| Boots          |              82 |
| Handbag        |              48 |
| Shirt          |              48 |
| Backpack       |              62 |
| Shirt          |              96 |
| Pants          |              54 |
| T-shirt        |              22 |
| Skirt          |              69 |
| Hat            |              70 |
| Sunglasses     |              45 |
| Handbag        |              92 |
| Shoes          |              63 |
| Gloves         |              31 |
| Socks          |              96 |
| Sunglasses     |              55 |
| Scarf          |              87 |
| Jeans          |              51 |
| Jacket         |              86 |
| Sandals        |              29 |
| Hat            |              27 |
| Belt           |              47 |
| Dress          |              41 |
| T-shirt        |              43 |
| Shorts         |              45 |
| T-shirt        |              72 |
| Sandals        |              77 |
| Shorts         |              80 |
| Handbag        |              66 |
| Sunglasses     |              91 |
| Skirt          |              54 |
| Backpack       |              55 |
| Skirt          |              65 |
| Gloves         |              79 |
| Hat            |              62 |
| Sunglasses     |              34 |
| Pants          |              91 |
| Coat           |              60 |
| Pants          |              96 |
| Coat           |              99 |
| Jewelry        |              97 |
| Coat           |              81 |
| Shoes          |              41 |
| Sandals        |              54 |
| Gloves         |              87 |
| Pants          |              42 |
| T-shirt        |              86 |
| Gloves         |              83 |
| Jeans          |              75 |
| Jeans          |              94 |
| Hat            |              65 |
| Sunglasses     |              20 |
| Gloves         |              92 |
| Shirt          |              42 |
| Jewelry        |              73 |
| Jacket         |              93 |
| Skirt          |              84 |
| Dress          |              25 |
| Jeans          |              42 |
| Shorts         |              87 |
| Sweater        |              52 |
| Sweater        |              34 |
| Shirt          |              61 |
| T-shirt        |              77 |
| Dress          |              29 |
| Sandals        |              46 |
| T-shirt        |              97 |
| Sandals        |              43 |
| Hat            |              51 |
| Hat            |              42 |
| Shirt          |              20 |
| Scarf          |              25 |
| Pants          |              95 |
| Jewelry        |              92 |
| Shirt          |              81 |
| Jewelry        |              86 |
| Hat            |              64 |
| Belt           |              33 |
| Handbag        |              81 |
+----------------+-----------------+
1768 rows in set (0.02 sec)

mysql> select distinct item_purchased, avg(purchase_amount) as avg_price from cd group by item_purchased;
+----------------+-----------+
| item_purchased | avg_price |
+----------------+-----------+
| Blouse         |   60.8772 |
| Sweater        |   57.6951 |
| Jeans          |   60.8710 |
| Sandals        |   57.5000 |
| Sneakers       |   59.5517 |
| Shirt          |   61.1361 |
| Shorts         |   60.0828 |
| Coat           |   57.6087 |
| Handbag        |   57.8889 |
| Shoes          |   61.6000 |
| Dress          |   62.1687 |
| Skirt          |   59.5063 |
| Sunglasses     |   59.9317 |
| Pants          |   59.0058 |
| Jacket         |   56.7423 |
| Hoodie         |   58.0596 |
| Jewelry        |   58.5380 |
| T-shirt        |   62.9116 |
| Scarf          |   60.8981 |
| Hat            |   60.8766 |
| Socks          |   58.1887 |
| Backpack       |   60.3916 |
| Belt           |   59.8447 |
| Boots          |   62.6250 |
| Gloves         |   60.5500 |
+----------------+-----------+
25 rows in set (0.01 sec)

mysql> select distinct count(item_purchased) as total_items from cd;
+-------------+
| total_items |
+-------------+
|        3900 |
+-------------+
1 row in set (0.01 sec)

mysql> select distinct count(item_purchased) as total_items from cd group by item_purchased ;
+-------------+
| total_items |
+-------------+
|         124 |
|         140 |
|         143 |
|         144 |
|         145 |
|         147 |
|         150 |
|         151 |
|         153 |
|         154 |
|         157 |
|         158 |
|         159 |
|         160 |
|         161 |
|         163 |
|         164 |
|         166 |
|         169 |
|         171 |
+-------------+
20 rows in set (0.02 sec)

mysql> select distinct item_purchased,count(item_purchased) as total_items from cd group by item_purchased ;
+----------------+-------------+
| item_purchased | total_items |
+----------------+-------------+
| Blouse         |         171 |
| Sweater        |         164 |
| Jeans          |         124 |
| Sandals        |         160 |
| Sneakers       |         145 |
| Shirt          |         169 |
| Shorts         |         157 |
| Coat           |         161 |
| Handbag        |         153 |
| Shoes          |         150 |
| Dress          |         166 |
| Skirt          |         158 |
| Sunglasses     |         161 |
| Pants          |         171 |
| Jacket         |         163 |
| Hoodie         |         151 |
| Jewelry        |         171 |
| T-shirt        |         147 |
| Scarf          |         157 |
| Hat            |         154 |
| Socks          |         159 |
| Backpack       |         143 |
| Belt           |         161 |
| Boots          |         144 |
| Gloves         |         140 |
+----------------+-------------+
25 rows in set (0.02 sec)

mysql> select count(item_purchased) as total_items from cd where ( select distinct item_purchased,count(item_purchased) as total_items from cd group by item_purchased ;);
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
mysql> select count(distinct item_purchased) as total_items from cd;
+-------------+
| total_items |
+-------------+
|          25 |
+-------------+
1 row in set (0.01 sec)

mysql> desc cd;
+-------------------------+--------+------+-----+---------+-------+
| Field                   | Type   | Null | Key | Default | Extra |
+-------------------------+--------+------+-----+---------+-------+
| customer_id             | int    | YES  |     | NULL    |       |
| age                     | int    | YES  |     | NULL    |       |
| gender                  | text   | YES  |     | NULL    |       |
| item_purchased          | text   | YES  |     | NULL    |       |
| category                | text   | YES  |     | NULL    |       |
| purchase_amount         | int    | YES  |     | NULL    |       |
| location                | text   | YES  |     | NULL    |       |
| size                    | text   | YES  |     | NULL    |       |
| color                   | text   | YES  |     | NULL    |       |
| season                  | text   | YES  |     | NULL    |       |
| review_rating           | double | YES  |     | NULL    |       |
| subscription_status     | text   | YES  |     | NULL    |       |
| shipping_type           | text   | YES  |     | NULL    |       |
| discount_applied        | text   | YES  |     | NULL    |       |
| previous_purchases      | int    | YES  |     | NULL    |       |
| payment_method          | text   | YES  |     | NULL    |       |
| frequency_of_purchases  | text   | YES  |     | NULL    |       |
| age_group               | text   | YES  |     | NULL    |       |
| purchase_frequency_days | int    | YES  |     | NULL    |       |
+-------------------------+--------+------+-----+---------+-------+
19 rows in set (0.01 sec)

mysql> select (distinct category), sum(purchase_amount) from cd group by category;
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'distinct category), sum(purchase_amount) from cd group by category' at line 1
mysql> select category, sum(purchase_amount) from cd group by category;
+-------------+----------------------+
| category    | sum(purchase_amount) |
+-------------+----------------------+
| Clothing    |               104264 |
| Footwear    |                36093 |
| Outerwear   |                18524 |
| Accessories |                74200 |
+-------------+----------------------+
4 rows in set (0.02 sec)

mysql> select category, item_purchased, sum(purchase_amount) from cd group by item_purchased;
ERROR 1055 (42000): Expression #1 of SELECT list is not in GROUP BY clause and contains nonaggregated column 'csa_project.cd.category' which is not functionally dependent on columns in GROUP BY clause; this is incompatible with sql_mode=only_full_group_by
mysql> select distinct category, item_purchased, sum(purchase_amount) from cd group by item_purchased;
ERROR 1055 (42000): Expression #1 of SELECT list is not in GROUP BY clause and contains nonaggregated column 'csa_project.cd.category' which is not functionally dependent on columns in GROUP BY clause; this is incompatible with sql_mode=only_full_group_by
mysql> select distinct category, item_purchased, sum(purchase_amount) from cd ;
ERROR 1140 (42000): In aggregated query without GROUP BY, expression #1 of SELECT list contains nonaggregated column 'csa_project.cd.category'; this is incompatible with sql_mode=only_full_group_by
mysql> select category, item_purchased, sum(purchase_amount) from cd group by category, item_purchased;
+-------------+----------------+----------------------+
| category    | item_purchased | sum(purchase_amount) |
+-------------+----------------+----------------------+
| Clothing    | Blouse         |                10410 |
| Clothing    | Sweater        |                 9462 |
| Clothing    | Jeans          |                 7548 |
| Footwear    | Sandals        |                 9200 |
| Footwear    | Sneakers       |                 8635 |
| Clothing    | Shirt          |                10332 |
| Clothing    | Shorts         |                 9433 |
| Outerwear   | Coat           |                 9275 |
| Accessories | Handbag        |                 8857 |
| Footwear    | Shoes          |                 9240 |
| Clothing    | Dress          |                10320 |
| Clothing    | Skirt          |                 9402 |
| Accessories | Sunglasses     |                 9649 |
| Clothing    | Pants          |                10090 |
| Outerwear   | Jacket         |                 9249 |
| Clothing    | Hoodie         |                 8767 |
| Accessories | Jewelry        |                10010 |
| Clothing    | T-shirt        |                 9248 |
| Accessories | Scarf          |                 9561 |
| Accessories | Hat            |                 9375 |
| Clothing    | Socks          |                 9252 |
| Accessories | Backpack       |                 8636 |
| Accessories | Belt           |                 9635 |
| Footwear    | Boots          |                 9018 |
| Accessories | Gloves         |                 8477 |
+-------------+----------------+----------------------+
25 rows in set (0.02 sec)

mysql> select category, item_purchased, sum(purchase_amount) from cd group by category, item_purchased asnd;
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'asnd' at line 1
mysql> select category, item_purchased, sum(purchase_amount) from cd group by category, item_purchased order by category asc;
+-------------+----------------+----------------------+
| category    | item_purchased | sum(purchase_amount) |
+-------------+----------------+----------------------+
| Accessories | Backpack       |                 8636 |
| Accessories | Belt           |                 9635 |
| Accessories | Gloves         |                 8477 |
| Accessories | Handbag        |                 8857 |
| Accessories | Hat            |                 9375 |
| Accessories | Jewelry        |                10010 |
| Accessories | Scarf          |                 9561 |
| Accessories | Sunglasses     |                 9649 |
| Clothing    | Blouse         |                10410 |
| Clothing    | Dress          |                10320 |
| Clothing    | Hoodie         |                 8767 |
| Clothing    | Jeans          |                 7548 |
| Clothing    | Pants          |                10090 |
| Clothing    | Shirt          |                10332 |
| Clothing    | Shorts         |                 9433 |
| Clothing    | Skirt          |                 9402 |
| Clothing    | Socks          |                 9252 |
| Clothing    | Sweater        |                 9462 |
| Clothing    | T-shirt        |                 9248 |
| Footwear    | Boots          |                 9018 |
| Footwear    | Sandals        |                 9200 |
| Footwear    | Shoes          |                 9240 |
| Footwear    | Sneakers       |                 8635 |
| Outerwear   | Coat           |                 9275 |
| Outerwear   | Jacket         |                 9249 |
+-------------+----------------+----------------------+
25 rows in set (0.05 sec)

mysql> select grnder, avg(purchase_amount) as purchase_amount from cd group by gender;
ERROR 1054 (42S22): Unknown column 'grnder' in 'field list'
mysql> select gender, avg(purchase_amount) as purchase_amount from cd group by gender;
+--------+-----------------+
| gender | purchase_amount |
+--------+-----------------+
| Male   |         59.5362 |
| Female |         60.2492 |
+--------+-----------------+
2 rows in set (0.01 sec)

mysql> select gender, sum(purchase_amount) as purchase_amount from cd group by gender;
+--------+-----------------+
| gender | purchase_amount |
+--------+-----------------+
| Male   |          157890 |
| Female |           75191 |
+--------+-----------------+
2 rows in set (0.01 sec)

mysql> select gender, count(item_purchased), sum(purchase_amount) as purchase_amount from cd group by gender;
+--------+-----------------------+-----------------+
| gender | count(item_purchased) | purchase_amount |
+--------+-----------------------+-----------------+
| Male   |                  2652 |          157890 |
| Female |                  1248 |           75191 |
+--------+-----------------------+-----------------+
2 rows in set (0.01 sec)

mysql> select * from cd where purchase_amount > (select avg(purchase_amount) from cd) limit 10;
+-------------+------+--------+----------------+-----------+-----------------+----------------+------+----------+--------+---------------+---------------------+---------------+------------------+--------------------+----------------+------------------------+-------------+-------------------------+
| customer_id | age  | gender | item_purchased | category  | purchase_amount | location       | size | color    | season | review_rating | subscription_status | shipping_type | discount_applied | previous_purchases | payment_method | frequency_of_purchases | age_group   | purchase_frequency_days |
+-------------+------+--------+----------------+-----------+-----------------+----------------+------+----------+--------+---------------+---------------------+---------------+------------------+--------------------+----------------+------------------------+-------------+-------------------------+
|           2 |   19 | Male   | Sweater        | Clothing  |              64 | Maine          | L    | Maroon   | Winter |           3.1 | Yes   | Express       | Yes              |                  2 | Cash           | Fortnightly            | Young Adult |                      14 |
|           3 |   50 | Male   | Jeans          | Clothing  |              73 | Massachusetts  | S    | Maroon   | Spring |           3.1 | Yes   | Free Shipping | Yes              |                 23 | Credit Card    | Weekly                 | Middle-Aged |                       7 |
|           4 |   21 | Male   | Sandals        | Footwear  |              90 | Rhode Island   | M    | Maroon   | Spring |           3.5 | Yes   | Next Day Air  | Yes              |                 49 | PayPal         | Weekly                 | Young Adult |                       7 |
|           7 |   63 | Male   | Shirt          | Clothing  |              85 | Montana        | M    | Gray     | Fall   |           3.2 | Yes   | Free Shipping | Yes              |                 49 | Cash           | Quarterly              | Senior      |                      90 |
|           9 |   26 | Male   | Coat           | Outerwear |              97 | West Virginia  | L    | Silver   | Summer |           2.6 | Yes   | Express       | Yes              |                  8 | Venmo          | Annually               | Young Adult |                     365 |
|          12 |   30 | Male   | Shorts         | Clothing  |              68 | Hawaii         | S    | Olive    | Winter |           4.9 | Yes   | Store Pickup  | Yes              |                 10 | Bank Transfer  | Fortnightly            | Young Adult |                      14 |
|          13 |   61 | Male   | Coat           | Outerwear |              72 | Delaware       | M    | Gold     | Winter |           4.5 | Yes   | Express       | Yes              |                 37 | Venmo          | Fortnightly            | Senior      |                      14 |
|          16 |   64 | Male   | Skirt          | Clothing  |              81 | Rhode Island   | M    | Teal     | Winter |           2.8 | Yes   | Store Pickup  | Yes              |                  8 | PayPal         | Monthly                | Senior      |                      30 |
|          20 |   66 | Male   | Pants          | Clothing  |              90 | Rhode Island   | M    | Green    | Summer |           3.3 | Yes   | Standard      | Yes              |                 46 | Debit Card     | Bi-Weekly              | Senior      |                      14 |
|          22 |   31 | Male   | Pants          | Clothing  |              62 | North Carolina | M    | Charcoal | Winter |           4.1 | Yes   | Store Pickup  | Yes              |                 22 | Debit Card     | Quarterly              | Young Adult |                      90 |
+-------------+------+--------+----------------+-----------+-----------------+----------------+------+----------+--------+---------------+---------------------+---------------+------------------+--------------------+----------------+------------------------+-------------+-------------------------+
10 rows in set (0.04 sec)

mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd) limit 10;
+-------------+-----------------+
| customer_id | purchase_amount |
+-------------+-----------------+
|           2 |              64 |
|           3 |              73 |
|           4 |              90 |
|           7 |              85 |
|           9 |              97 |
|          12 |              68 |
|          13 |              72 |
|          16 |              81 |
|          20 |              90 |
|          22 |              62 |
+-------------+-----------------+
10 rows in set (0.01 sec)

mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd) order by dasc limit 10;
ERROR 1054 (42S22): Unknown column 'dasc' in 'order clause'
mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd) order by purchase_amount dasc limit 10;
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'dasc limit 10' at line 1
mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd) order by purchase_amount desc limit 10;
+-------------+-----------------+
| customer_id | purchase_amount |
+-------------+-----------------+
|          96 |             100 |
|          43 |             100 |
|         616 |             100 |
|         582 |             100 |
|         456 |             100 |
|         249 |             100 |
|         205 |             100 |
|         194 |             100 |
|         519 |             100 |
|         244 |             100 |
+-------------+-----------------+
10 rows in set (0.01 sec)

mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd) group by purchase_amountorder by purchase_amount desc limit 10;
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'by purchase_amount desc limit 10' at line 1
mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd) group by purchase_amount order by purchase_amount desc limit 10;
ERROR 1055 (42000): Expression #1 of SELECT list is not in GROUP BY clause and contains nonaggregated column 'csa_project.cd.customer_id' which is not functionally dependent on columns in GROUP BY clause; this is incompatible with sql_mode=only_full_group_by
mysql> select customer_id, purchase_amount from cd where purchase_amount > (select avg(purchase_amount) from cd group by purchase_amount) order by purchase_amount desc limit 10;
ERROR 1242 (21000): Subquery returns more than 1 row
mysql> select customer_id, purchase_amount from cd where purchase_amount > (select item_purchased ,avg(purchase_amount) from cd group by item_purchased) order by purchase_amount desc limit 10;
ERROR 1241 (21000): Operand should contain 1 column(s)
mysql> select customer_id, purchase_amount from cd c1 where purchase_amount > (select avg(purchase_amount) from cd c2 where c1.item_purchased=c2.item_purchased) order by purchase_amount desc limit 10;
+-------------+-----------------+
| customer_id | purchase_amount |
+-------------+-----------------+
|         862 |             100 |
|         194 |             100 |
|        1413 |             100 |
|        2431 |             100 |
|         616 |             100 |
|          96 |             100 |
|        1301 |             100 |
|        2072 |             100 |
|        2215 |             100 |
|        1848 |             100 |
+-------------+-----------------+
10 rows in set (21.90 sec)

mysql> select customer_id, purchase_amount, rank() over (order by purchase_amount) from cd limit 10;
+-------------+-----------------+----------------------------------------+
| customer_id | purchase_amount | rank() over (order by purchase_amount) |
+-------------+-----------------+----------------------------------------+
|           6 |              20 |                                      1 |
|          27 |              20 |                                      1 |
|          53 |              20 |                                      1 |
|         256 |              20 |                                      1 |
|         295 |              20 |                                      1 |
|         342 |              20 |                                      1 |
|         445 |              20 |                                      1 |
|         508 |              20 |                                      1 |
|         509 |              20 |                                      1 |
|         587 |              20 |                                      1 |
+-------------+-----------------+----------------------------------------+
10 rows in set (0.04 sec)

mysql> select customer_id, item_purchased, rank() over (order by item_purchased) from cd limit 10;
+-------------+----------------+---------------------------------------+
| customer_id | item_purchased | rank() over (order by item_purchased) |
+-------------+----------------+---------------------------------------+
|        3700 | Backpack       |                                     1 |
|        1522 | Backpack       |                                     1 |
|         881 | Backpack       |                                     1 |
|        1973 | Backpack       |                                     1 |
|        3466 | Backpack       |                                     1 |
|        1624 | Backpack       |                                     1 |
|        3559 | Backpack       |                                     1 |
|        2549 | Backpack       |                                     1 |
|         494 | Backpack       |                                     1 |
|        1771 | Backpack       |                                     1 |
+-------------+----------------+---------------------------------------+
10 rows in set (0.01 sec)

mysql> select customer_id, purchase_amount, rank() over (order by purchase_amount desc) from cd limit 10;
+-------------+-----------------+---------------------------------------------+
| customer_id | purchase_amount | rank() over (order by purchase_amount desc) |
+-------------+-----------------+---------------------------------------------+
|          43 |             100 |                                           1 |
|          96 |             100 |                                           1 |
|         194 |             100 |                                           1 |
|         205 |             100 |                                           1 |
|         244 |             100 |                                           1 |
|         249 |             100 |                                           1 |
|         456 |             100 |                                           1 |
|         519 |             100 |                                           1 |
|         582 |             100 |                                           1 |
|         616 |             100 |                                           1 |
+-------------+-----------------+---------------------------------------------+
10 rows in set (0.01 sec)

mysql> SELECT Customer_ID,
    -> Purchase_Amount,
    -> CASE
    ->     WHEN Purchase_Amount > 1000 THEN 'High Spender'
    ->     ELSE 'Low Spender'
    -> END AS spending_type
    -> FROM customer_data;
ERROR 1146 (42S02): Table 'csa_project.customer_data' doesn't exist
mysql> SELECT customer_id,
    -> purchase_amount,
    -> case
    -> when purchase_amount > 1000 then ,high spender'
    '> else 'low spender'
    '> end as spending_type
    '> from cd;
    '> end as spending_type^C
mysql> SELECT customer_id,
    -> Purchase_Amount,
    -> ^C
mysql> select customer_id,
    -> purchase_amount,
    -> case when purchase_amount > 1000 then 'high spender'
    -> else 'low spender'
    -> end as spending_type
    -> from cd;
+-------------+-----------------+---------------+
| customer_id | purchase_amount | spending_type |
+-------------+-----------------+---------------+
|           1 |              53 | low spender   |
|           2 |              64 | low spender   |
|           3 |              73 | low spender   |
|           4 |              90 | low spender   |
|           5 |              49 | low spender   |
|           6 |              20 | low spender   |
|           7 |              85 | low spender   |
|           8 |              34 | low spender   |
|           9 |              97 | low spender   |
|          10 |              31 | low spender   |
|          11 |              34 | low spender   |
|          12 |              68 | low spender   |
|          13 |              72 | low spender   |
|          14 |              51 | low spender   |
|          15 |              53 | low spender   |
|          16 |              81 | low spender   |
|          17 |              36 | low spender   |
|          18 |              38 | low spender   |
|          19 |              48 | low spender   |
|          20 |              90 | low spender   |
|          21 |              51 | low spender   |
|          22 |              62 | low spender   |
|          23 |              37 | low spender   |
|          24 |              88 | low spender   |
|          25 |              22 | low spender   |
|          26 |              25 | low spender   |
|          27 |              20 | low spender   |
|          28 |              56 | low spender   |
|          29 |              94 | low spender   |
|          30 |              48 | low spender   |
|          31 |              31 | low spender   |
|          32 |              79 | low spender   |
|          33 |              67 | low spender   |
|          34 |              38 | low spender   |
|          35 |              91 | low spender   |
|          36 |              33 | low spender   |
|          37 |              69 | low spender   |
|          38 |              45 | low spender   |
|          39 |              37 | low spender   |
|          40 |              60 | low spender   |
|          41 |              76 | low spender   |
|          42 |              39 | low spender   |
|          43 |             100 | low spender   |
|          44 |              69 | low spender   |
|          45 |              53 | low spender   |
|          46 |              21 | low spender   |
|          47 |              43 | low spender   |
|          48 |              54 | low spender   |
|          49 |              55 | low spender   |
|          50 |              30 | low spender   |
|          51 |              28 | low spender   |
|          52 |              59 | low spender   |
|          53 |              20 | low spender   |
|          54 |              24 | low spender   |
|          55 |              94 | low spender   |
|          56 |              28 | low spender   |
|          57 |              73 | low spender   |
|          58 |              64 | low spender   |
|          59 |              54 | low spender   |
|          60 |              79 | low spender   |
|          61 |              37 | low spender   |
|          62 |              68 | low spender   |
|          63 |              21 | low spender   |
|          64 |              79 | low spender   |
|          65 |              83 | low spender   |
|          66 |              36 | low spender   |
|          67 |              94 | low spender   |
|          68 |              33 | low spender   |
|          69 |              46 | low spender   |
|          70 |              70 | low spender   |
|          71 |              29 | low spender   |
|          72 |              48 | low spender   |
|          73 |              26 | low spender   |
|          74 |              85 | low spender   |
|          75 |              58 | low spender   |
|          76 |              85 | low spender   |
|          77 |              43 | low spender   |
|          78 |              53 | low spender   |
|          79 |              91 | low spender   |
|          80 |              96 | low spender   |
|          81 |              72 | low spender   |
|          82 |              96 | low spender   |
|          83 |              28 | low spender   |
|          84 |              40 | low spender   |
|          85 |              32 | low spender   |
|          86 |              95 | low spender   |
|          87 |              41 | low spender   |
|          88 |              53 | low spender   |
|          89 |              47 | low spender   |
|          90 |              83 | low spender   |
|          91 |              48 | low spender   |
|          92 |              99 | low spender   |
|          93 |              87 | low spender   |
|          94 |              62 | low spender   |
|          95 |              76 | low spender   |
|          96 |             100 | low spender   |
|          97 |              73 | low spender   |
|          98 |              92 | low spender   |
|          99 |              67 | low spender   |
|         100 |              40 | low spender   |
|         101 |              98 | low spender   |
|         102 |              85 | low spender   |
|         103 |              67 | low spender   |
|         104 |              89 | low spender   |
|         105 |              24 | low spender   |
|         106 |              96 | low spender   |
|         107 |              35 | low spender   |
|         108 |              67 | low spender   |
|         109 |              79 | low spender   |
|         110 |              85 | low spender   |
|         111 |              26 | low spender   |
|         112 |              75 | low spender   |
|         113 |              65 | low spender   |
|         114 |              54 | low spender   |
|         115 |              95 | low spender   |
|         116 |              94 | low spender   |
|         117 |              86 | low spender   |
|         118 |              32 | low spender   |
|         119 |              45 | low spender   |
|         120 |              76 | low spender   |
|         121 |              84 | low spender   |
|         122 |              72 | low spender   |
|         123 |              40 | low spender   |
|         124 |              89 | low spender   |
|         125 |              86 | low spender   |
|         126 |              54 | low spender   |
|         127 |              36 | low spender   |
|         128 |              89 | low spender   |
|         129 |              32 | low spender   |
|         130 |              67 | low spender   |
|         131 |              39 | low spender   |
|         132 |              29 | low spender   |
|         133 |              58 | low spender   |
|         134 |              65 | low spender   |
|         135 |              94 | low spender   |
|         136 |              81 | low spender   |
|         137 |              86 | low spender   |
|         138 |              43 | low spender   |
|         139 |              29 | low spender   |
|         140 |              95 | low spender   |
|         141 |              28 | low spender   |
|         142 |              46 | low spender   |
|         143 |              58 | low spender   |
|         144 |              48 | low spender   |
|         145 |              43 | low spender   |
|         146 |              95 | low spender   |
|         147 |              30 | low spender   |
|         148 |              64 | low spender   |
|         149 |              90 | low spender   |
|         150 |              76 | low spender   |
|         151 |              96 | low spender   |
|         152 |              47 | low spender   |
|         153 |              85 | low spender   |
|         154 |              55 | low spender   |
|         155 |              98 | low spender   |
|         156 |              77 | low spender   |
|         157 |              26 | low spender   |
|         158 |              68 | low spender   |
|         159 |              73 | low spender   |
|         160 |              27 | low spender   |
|         161 |              23 | low spender   |
|         162 |              49 | low spender   |
|         163 |              74 | low spender   |
|         164 |              67 | low spender   |
|         165 |              65 | low spender   |
|         166 |              60 | low spender   |
|         167 |              31 | low spender   |
|         168 |              27 | low spender   |
|         169 |              80 | low spender   |
|         170 |              30 | low spender   |
|         171 |              25 | low spender   |
|         172 |              35 | low spender   |
|         173 |              67 | low spender   |
|         174 |              46 | low spender   |
|         175 |              35 | low spender   |
|         176 |              86 | low spender   |
|         177 |              81 | low spender   |
|         178 |              42 | low spender   |
|         179 |              43 | low spender   |
|         180 |              31 | low spender   |
|         181 |              81 | low spender   |
|         182 |              61 | low spender   |
|         183 |              96 | low spender   |
|         184 |              29 | low spender   |
|         185 |              33 | low spender   |
|         186 |              32 | low spender   |
|         187 |              56 | low spender   |
|         188 |              94 | low spender   |
|         189 |              53 | low spender   |
|         190 |              82 | low spender   |
|         191 |              70 | low spender   |
|         192 |              76 | low spender   |
|         193 |              29 | low spender   |
|         194 |             100 | low spender   |
|         195 |              94 | low spender   |
|         196 |              25 | low spender   |
|         197 |              88 | low spender   |
|         198 |              78 | low spender   |
|         199 |              45 | low spender   |
|         200 |              73 | low spender   |
|         201 |              61 | low spender   |
|         202 |              22 | low spender   |
|         203 |              38 | low spender   |
|         204 |              38 | low spender   |
|         205 |             100 | low spender   |
|         206 |              64 | low spender   |
|         207 |              55 | low spender   |
|         208 |              91 | low spender   |
|         209 |              38 | low spender   |
|         210 |              97 | low spender   |
|         211 |              22 | low spender   |
|         212 |              92 | low spender   |
|         213 |              84 | low spender   |
|         214 |              93 | low spender   |
|         215 |              50 | low spender   |
|         216 |              64 | low spender   |
|         217 |              61 | low spender   |
|         218 |              48 | low spender   |
|         219 |              45 | low spender   |
|         220 |              88 | low spender   |
|         221 |              57 | low spender   |
|         222 |              68 | low spender   |
|         223 |              94 | low spender   |
|         224 |              41 | low spender   |
|         225 |              83 | low spender   |
|         226 |              22 | low spender   |
|         227 |              74 | low spender   |
|         228 |              90 | low spender   |
|         229 |              79 | low spender   |
|         230 |              28 | low spender   |
|         231 |              88 | low spender   |
|         232 |              26 | low spender   |
|         233 |              27 | low spender   |
|         234 |              83 | low spender   |
|         235 |              39 | low spender   |
|         236 |              89 | low spender   |
|         237 |              68 | low spender   |
|         238 |              90 | low spender   |
|         239 |              34 | low spender   |
|         240 |              51 | low spender   |
|         241 |              45 | low spender   |
|         242 |              88 | low spender   |
|         243 |              85 | low spender   |
|         244 |             100 | low spender   |
|         245 |              42 | low spender   |
|         246 |              53 | low spender   |
|         247 |              86 | low spender   |
|         248 |              66 | low spender   |
|         249 |             100 | low spender   |
|         250 |              47 | low spender   |
|         251 |              25 | low spender   |
|         252 |              51 | low spender   |
|         253 |              41 | low spender   |
|         254 |              73 | low spender   |
|         255 |              42 | low spender   |
|         256 |              20 | low spender   |
|         257 |              30 | low spender   |
|         258 |              53 | low spender   |
|         259 |              74 | low spender   |
|         260 |              57 | low spender   |
|         261 |              57 | low spender   |
|         262 |              77 | low spender   |
|         263 |              40 | low spender   |
|         264 |              46 | low spender   |
|         265 |              78 | low spender   |
|         266 |              59 | low spender   |
|         267 |              75 | low spender   |
|         268 |              54 | low spender   |
|         269 |              42 | low spender   |
|         270 |              44 | low spender   |
|         271 |              52 | low spender   |
|         272 |              69 | low spender   |
|         273 |              26 | low spender   |
|         274 |              33 | low spender   |
|         275 |              32 | low spender   |
|         276 |              85 | low spender   |
|         277 |              30 | low spender   |
|         278 |              29 | low spender   |
|         279 |              95 | low spender   |
|         280 |              69 | low spender   |
|         281 |              69 | low spender   |
|         282 |              61 | low spender   |
|         283 |              94 | low spender   |
|         284 |              30 | low spender   |
|         285 |              45 | low spender   |
|         286 |              39 | low spender   |
|         287 |              51 | low spender   |
|         288 |              37 | low spender   |
